11.1847,-0.0305176,-15.4572,-31.25,-39.7797,-6.68335,-18.6005,-26.7487,0.396729,-14.5264,2.74658,1.87683,12.0544,-8.04138,-16.861,0.320435,
11.5509,0.0152588,-14.5874,-28.2288,-35.4309,-6.53076,-17.6849,-22.9492,-0.900269,-15.7776,2.34985,4.44031,18.0511,-9.44519,-17.7155,2.42615,
12.3138,0.0305176,-13.2294,-24.4751,-31.3721,-6.45447,-16.1438,-18.1732,-2.45667,-17.2119,1.86157,6.48499,21.7743,-11.1237,-18.6462,3.9978,
12.558,0,-11.795,-20.7214,-28.3203,-6.79016,-14.5111,-13.1531,-4.08936,-18.6462,1.46484,8.17871,23.6206,-12.8784,-19.1193,5.23376,
11.6425,-0.0305176,-11.0016,-17.807,-26.5045,-7.88879,-13.4125,-8.54492,-5.23376,-19.4244,1.89209,10.0098,24.8108,-14.0991,-18.5394,6.63757,
9.35364,-0.0457764,-10.9711,-16.0065,-25.9094,-9.64355,-13.1378,-4.98962,-6.21033,-19.4855,2.97546,11.9324,25.9399,-14.9841,-17.1204,7.88879,
6.27136,-0.106812,-11.1847,-15.152,-26.2604,-11.4899,-13.382,-2.44141,-7.00378,-18.9972,4.50134,13.8092,26.8402,-15.3809,-15.1825,8.69751,
3.34167,-0.0915527,-11.4899,-14.7858,-27.3438,-12.97,-13.7787,-0.762939,-7.50732,-17.9749,6.19507,15.5487,27.1454,-15.2588,-13.2599,8.97217,
1.86157,-0.0457764,-11.0779,-14.1449,-28.3661,-13.4277,-13.6108,0.671387,-7.85828,-17.1967,7.33948,16.3879,25.9247,-14.8926,-12.0697,8.19397,
2.54822,0.0152588,-9.47571,-12.5885,-28.9612,-12.619,-12.2986,2.62451,-7.78198,-16.7999,7.72095,16.3116,22.7814,-14.2365,-11.7188,6.60706,
4.34875,0,-7.15637,-10.4828,-29.5105,-11.3525,-10.1166,4.97437,-7.30896,-16.6473,7.59888,15.3046,18.0664,-13.3209,-11.9324,4.57764,
6.2561,0,-4.80652,-8.37708,-30.838,-10.1471,-7.58362,7.30896,-6.45447,-16.9373,6.88171,13.3514,11.8408,-12.3901,-12.558,2.13623,
7.04956,-0.0305176,-3.14331,-7.09534,-33.4625,-9.61304,-5.50842,9.00269,-5.08118,-17.1509,6.11877,11.0321,5.35583,-11.3831,-12.8784,-0.137329,
6.27136,-0.0457764,-2.70081,-7.15637,-37.384,-10.0403,-4.34875,9.61304,-3.31116,-17.0441,5.58472,8.8501,-0.0762939,-10.2081,-12.5427,-2.02942,
4.60815,-0.0762939,-2.94495,-7.96509,-41.748,-10.9863,-3.87573,9.39941,-1.35803,-16.5405,5.05066,6.88171,-4.10461,-8.98743,-12.0239,-3.70789,
2.83813,-0.0762939,-3.52478,-8.92639,-45.8374,-11.9476,-3.86047,8.94165,0.610352,-15.564,4.5929,5.50842,-6.37817,-7.75146,-11.322,-4.91333,
2.04468,-0.0457764,-3.79944,-9.26208,-48.9349,-12.4664,-3.63159,9.01794,2.38037,-14.4958,3.79944,4.30298,-7.82776,-6.62231,-11.0321,-6.11877,
2.99072,0,-3.08228,-8.28552,-50.5829,-12.085,-2.56348,10.2386,3.89099,-13.7634,2.28882,2.82288,-9.47571,-5.84412,-11.5967,-7.72095,
5.02014,-0.0152588,-1.84631,-6.34766,-51.3,-11.1694,-0.976562,12.4512,5.34058,-13.3667,0.289917,0.915527,-11.9476,-5.12695,-12.6648,-9.56726,
7.37,0.0457764,-0.228882,-3.8147,-51.4526,-10.1318,1.0376,15.274,6.63757,-13.2446,-2.16675,-1.46484,-15.2588,-4.56238,-14.0839,-11.5509,
9.04846,0,1.11389,-1.46484,-51.3916,-9.41467,2.88391,18.0359,7.88879,-13.3209,-4.50134,-3.95203,-18.631,-4.05884,-15.3046,-13.3362,
9.47571,-0.0610352,1.63269,0.0610352,-51.4984,-9.46045,3.96729,19.9585,9.04846,-12.9852,-5.9967,-5.76782,-20.874,-3.46375,-15.7623,-14.4806,
8.72803,-0.0915527,1.58691,0.778198,-51.6815,-9.82666,4.27246,20.8435,9.85718,-12.4054,-6.92749,-6.72913,-21.7133,-2.79236,-15.4724,-15.1367,
7.61414,-0.12207,1.12915,0.854492,-51.651,-10.2539,3.95203,20.4773,10.376,-11.7188,-7.27844,-6.83594,-21.0724,-2.10571,-14.7095,-15.3046,
6.89697,-0.0610352,0.640869,0.808716,-51.0864,-10.2234,3.2959,19.1956,10.5743,-11.0779,-7.59888,-6.30188,-19.4092,-1.37329,-13.8245,-15.2893,
7.46155,0,0.808716,1.23596,-49.7437,-9.47571,2.79236,17.5476,10.025,-11.0931,-8.54492,-5.87463,-18.158,-1.15967,-13.5498,-15.6403,
9.04846,0,1.57166,2.24304,-47.9584,-8.255,2.60925,15.8997,8.95691,-11.7035,-9.91821,-5.64575,-17.746,-1.12915,-13.5345,-15.976,
10.7574,0,2.38037,3.28064,-46.1578,-7.21741,2.47192,14.0228,7.59888,-12.8326,-11.5814,-5.70679,-18.1732,-1.52588,-13.5651,-16.3574,
11.7798,-0.0152588,2.79236,3.67737,-44.8914,-6.88171,1.77002,11.4288,5.96619,-14.1296,-13.2599,-6.04248,-19.0887,-2.19727,-13.4735,-16.5863,
11.3678,-0.0610352,2.13623,2.7771,-44.632,-7.65991,0.228882,7.64465,4.48608,-15.213,-14.3585,-6.21033,-19.455,-2.74658,-12.5732,-16.3574,
9.53674,-0.137329,0.350952,0.427246,-45.105,-9.33838,-2.44141,2.57874,2.97546,-15.8234,-14.9231,-6.22559,-18.8293,-3.37219,-11.0321,-16.037,
6.95801,-0.12207,-1.98364,-2.85339,-45.9442,-11.2152,-5.82886,-3.38745,1.41907,-16.1133,-14.8926,-6.02722,-17.2882,-3.89099,-9.26208,-15.8081,
4.71497,-0.12207,-4.50134,-6.60706,-46.8292,-12.8479,-9.33838,-9.76562,0.0305176,-16.0675,-14.389,-5.58472,-15.2435,-4.2572,-7.44629,-15.7471,
3.87573,-0.137329,-6.42395,-9.93347,-47.2717,-13.7024,-12.146,-15.7318,-1.41907,-16.2201,-13.8245,-5.53894,-13.9008,-4.83704,-6.48499,-16.3574,
4.88281,-0.0762939,-7.2937,-12.1765,-47.0886,-13.443,-13.916,-20.4163,-2.7771,-16.7847,-13.2904,-5.85938,-13.7329,-5.49316,-6.3324,-17.4255,
6.89697,-0.0152588,-7.44629,-13.5803,-46.6766,-12.6953,-14.9841,-23.7885,-3.90625,-17.4866,-12.4664,-6.39343,-14.4958,-6.17981,-6.54602,-18.5699,
8.89587,-0.0457764,-7.30896,-14.6332,-46.463,-11.8713,-15.6097,-26.123,-5.02014,-18.6005,-11.3983,-7.08008,-15.9149,-6.95801,-7.00378,-19.4397,
9.93347,-0.0152588,-7.62939,-16.0522,-46.7682,-11.5662,-16.1896,-27.832,-5.69153,-19.3939,-9.58252,-7.20215,-16.8915,-7.5531,-7.00378,-19.6075,
9.52148,-0.0915527,-8.80432,-18.28,-47.7753,-12.0392,-17.3187,-29.5563,-5.8136,-19.6686,-6.92749,-6.46973,-16.3116,-7.90405,-6.27136,-18.7988,
8.22449,-0.106812,-10.437,-20.6757,-48.9197,-12.6495,-18.692,-30.9753,-5.58472,-19.5007,-3.89099,-4.92859,-14.2822,-8.05664,-5.2948,-17.4103,
6.68335,-0.0610352,-12.207,-22.8729,-49.9115,-13.1836,-20.2179,-31.7688,-4.98962,-18.9667,-0.793457,-2.73132,-10.8795,-7.90405,-4.19617,-15.625,
5.79834,-0.0762939,-13.4583,-23.9258,-50.1404,-13.1531,-21.1182,-31.2805,-4.5166,-18.4174,1.58691,-0.396729,-7.23267,-7.67517,-3.87573,-13.9313,
6.24084,-0.0305176,-13.5498,-23.1476,-49.1791,-12.2223,-20.7977,-28.9459,-4.37927,-18.4326,2.82288,1.35803,-4.47083,-7.5531,-4.69971,-12.7716,
7.58362,-0.0152588,-12.7258,-20.8588,-47.5464,-10.8795,-19.4092,-24.7192,-4.30298,-18.6005,3.0365,2.44141,-3.05176,-7.40051,-6.24084,-11.9019,
8.95691,0,-11.3983,-17.6849,-45.8221,-9.65881,-17.1814,-19.2719,-4.40979,-19.165,2.39563,2.65503,-3.08228,-7.37,-8.22449,-11.3373,
9.67407,0,-10.2234,-14.4348,-44.4031,-9.00269,-14.5874,-13.2446,-4.50134,-19.6075,1.38855,2.31934,-3.90625,-7.30896,-10.025,-10.6812,
9.15527,-0.0762939,-9.75037,-12.0239,-43.7622,-9.24683,-12.4054,-7.49207,-4.37927,-19.4702,0.579834,1.93787,-4.2572,-7.06482,-10.9863,-9.59778,
7.33948,-0.0762939,-9.87244,-10.3912,-43.6249,-10.0555,-10.7422,-2.38037,-4.44031,-18.8293,-0.0305176,1.80054,-3.70789,-6.72913,-11.2915,-8.34656,
5.11169,-0.0762939,-10.1624,-9.26208,-43.4875,-10.8643,-9.39941,2.22778,-4.60815,-17.7765,-0.366211,1.9989,-2.09045,-6.21033,-10.9863,-7.00378,
3.35693,-0.0457764,-10.2081,-8.02612,-42.8467,-11.3373,-8.23975,6.5918,-4.95911,-16.51,-0.671387,2.48718,0.0457764,-5.52368,-10.5591,-5.82886,
3.05176,0.0152588,-9.44519,-6.14929,-41.4734,-11.0474,-6.74438,10.9863,-5.76782,-15.7013,-1.35803,2.54822,1.37329,-5.11169,-10.8185,-5.49316,
4.10461,-0.0152588,-7.84302,-3.49426,-39.8254,-10.1318,-4.97437,15.5487,-6.5918,-15.4572,-2.34985,2.10571,1.12915,-4.63867,-11.5814,-5.93567,
5.76782,0.0152588,-6.01196,-0.579834,-38.3148,-9.17053,-3.2959,20.05,-7.50732,-15.7013,-3.60107,1.09863,-0.610352,-4.24194,-12.7258,-6.83594,
6.92749,0.0152588,-4.3335,2.02942,-37.3688,-8.74329,-2.0752,23.88,-8.46863,-16.3574,-4.71497,-0.228882,-3.26538,-3.89099,-13.8092,-8.04138,
6.69861,-0.0457764,-3.44849,3.7384,-37.1399,-9.23157,-1.86157,26.413,-9.1095,-16.8457,-5.12695,-1.11389,-5.61523,-3.26538,-14.2365,-8.94165,
4.86755,-0.0610352,-3.46375,4.2572,-37.4908,-10.6201,-2.74658,27.359,-9.68933,-17.0593,-4.80652,-1.41907,-6.91223,-2.44141,-13.9923,-9.58252,
