14.7552,-14.0228,-14.2365,-4.74548,13.7177,-4.71497,-12.2833,13.5803,-10.2386,-20.6299,-13.3209,-7.01904,-1.67847,-19.5923,-9.68933,-4.66919,
16.0828,-13.7634,-12.7716,-5.66101,12.8174,-3.38745,-11.6272,13.0005,-8.13293,-19.0277,-13.6566,-9.0332,-3.49426,-18.2648,-8.94165,-6.24084,
17.0135,-13.4583,-11.6577,-7.15637,10.7269,-3.05176,-11.2305,11.4746,-5.53894,-16.3879,-13.8245,-10.849,-5.05066,-15.7623,-8.5907,-7.58362,
18.0206,-13.1073,-10.849,-9.15527,8.01086,-3.37219,-11.0931,9.27734,-2.97546,-13.2904,-13.9923,-12.5122,-6.62231,-12.6343,-8.66699,-8.94165,
20.2179,-12.5122,-9.90295,-10.9711,5.69153,-3.57056,-10.9253,6.88171,-0.839233,-10.1166,-14.1144,-14.2212,-8.16345,-9.33838,-8.74329,-10.6201,
24.3683,-11.5204,-8.42285,-12.1918,4.776,-3.37219,-10.2997,5.06592,0.335693,-7.76672,-14.4348,-16.1743,-10.1624,-6.92749,-8.88062,-12.9852,
29.892,-10.2386,-6.68335,-12.8021,5.18799,-2.67029,-9.32312,3.90625,0.228882,-6.60706,-15.213,-18.6615,-12.7869,-5.66101,-9.24683,-15.8997,
35.5988,-8.86536,-5.08118,-13.1683,6.02722,-1.89209,-8.10242,3.02124,-0.747681,-6.63757,-16.0828,-21.3165,-15.8691,-5.43213,-9.85718,-18.8751,
40.0543,-8.02612,-4.10461,-13.6871,6.40869,-1.49536,-6.89697,2.22778,-2.04468,-7.65991,-16.861,-23.6664,-18.9514,-5.75256,-10.9406,-21.4539,
42.0532,-8.20923,-4.10461,-14.6942,5.08118,-1.54114,-6.17981,0.854492,-2.92969,-9.07898,-17.1967,-25.3448,-21.286,-6.02722,-11.7798,-22.8271,
41.5039,-9.44519,-4.92859,-16.1285,2.16675,-2.13623,-6.05774,-1.09863,-3.08228,-10.3149,-16.7847,-25.8484,-22.4915,-5.69153,-11.9781,-22.8882,
38.9404,-11.0626,-6.11877,-17.807,-1.90735,-3.00598,-6.3324,-3.17383,-2.63977,-11.2305,-15.9149,-25.3448,-22.9187,-4.776,-11.7188,-21.9574,
35.3851,-12.5732,-7.15637,-19.2871,-6.2561,-3.86047,-6.45447,-5.09644,-1.72424,-11.7035,-14.8315,-24.1852,-23.0255,-3.50952,-11.2915,-20.5536,
32.3486,-13.0005,-7.43103,-20.1111,-9.79614,-4.21143,-6.02722,-6.14929,-0.930786,-11.8256,-13.7787,-22.8577,-23.3765,-2.44141,-11.0626,-19.3176,
30.6091,-12.0697,-6.69861,-20.2637,-12.0239,-3.89099,-5.12695,-6.08826,-0.656128,-11.5051,-12.9547,-21.5912,-24.3988,-1.89209,-11.4746,-18.7073,
30.1971,-10.1471,-5.37109,-19.8669,-13.1836,-2.97546,-3.92151,-5.15747,-0.62561,-10.7727,-12.0392,-20.4468,-25.6195,-1.75476,-11.9019,-18.4479,
30.5939,-8.08716,-3.8147,-19.1345,-13.5956,-1.93787,-2.7771,-3.49426,-0.564575,-9.50623,-10.7422,-18.9819,-26.4893,-1.83105,-12.0239,-18.0511,
31.1127,-6.30188,-2.47192,-18.3411,-13.9923,-1.25122,-2.24304,-1.83105,-0.0305176,-7.21741,-8.74329,-16.9525,-26.4893,-1.5564,-11.4136,-17.0898,
31.2958,-5.02014,-1.46484,-17.6086,-14.9384,-0.869751,-2.54822,-0.549316,1.49536,-3.34167,-5.93567,-14.267,-25.2075,-0.610352,-10.437,-15.4266,
31.0822,-4.31824,-0.961304,-16.983,-16.2201,-0.717163,-3.60107,0.335693,3.66211,1.4801,-2.57874,-11.2152,-23.2391,0.869751,-10.2539,-13.4277,
30.8685,-3.61633,-0.534058,-16.2201,-17.4866,-0.274658,-4.73022,0.717163,6.14929,6.30188,0.839233,-8.11768,-21.0571,2.70081,-11.1084,-11.5509,
31.2805,-2.19727,0.12207,-14.7552,-17.7002,0.610352,-5.41687,1.17493,8.56018,10.6659,4.15039,-5.23376,-19.0887,4.50134,-12.3291,-10.2386,
32.959,-0.106812,1.297,-12.5732,-16.3727,1.95312,-5.34058,2.05994,10.3607,14.4653,7.06482,-2.99072,-17.7155,6.05774,-13.7482,-9.93347,
35.614,2.7771,2.80762,-9.68933,-13.7482,3.54004,-4.74548,3.2196,11.5662,17.4561,9.3689,-1.32751,-17.0441,7.40051,-14.74,-10.437,
38.4979,6.01196,4.57764,-6.50024,-10.6201,5.11169,-3.86047,4.45557,12.2986,19.5007,11.261,-0.0610352,-16.7236,8.66699,-14.6942,-11.2305,
40.8173,8.91113,6.05774,-3.52478,-8.13293,6.40869,-2.85339,5.34058,12.8632,20.5231,12.7563,1.05286,-16.6473,10.1929,-12.9089,-12.0392,
41.9159,10.9253,7.01904,-1.20544,-7.01904,7.00378,-2.2583,5.31006,13.6108,20.5383,13.8702,2.28882,-16.2201,12.2681,-8.78906,-12.2833,
42.1906,12.0239,7.70569,0.701904,-6.89697,7.06482,-2.18201,4.47083,14.6027,19.516,14.8315,3.92151,-15.3809,14.5874,-2.86865,-11.9629,
42.2516,12.1002,8.42285,2.47192,-6.82068,6.72913,-2.53296,3.28064,15.3809,17.4103,15.5029,6.01196,-13.9771,16.571,3.82996,-11.1694,
42.7856,11.3068,9.56726,4.73022,-5.93567,6.45447,-3.08228,2.24304,15.3503,14.3585,15.976,8.48389,-12.207,17.6086,10.2539,-10.1776,
44.1132,10.2081,11.6425,7.96509,-2.86865,6.40869,-3.479,2.05994,13.916,10.437,15.9149,10.8643,-10.5133,16.922,14.9231,-9.46045,
45.99,8.89587,14.4806,12.1002,2.24304,6.28662,-3.87573,2.96021,11.0321,5.98145,15.213,12.8021,-9.15527,14.4958,17.0288,-9.15527,
47.6074,7.43103,17.5934,16.7999,8.65173,5.76782,-4.39453,4.48608,7.1106,1.54114,14.0686,14.328,-7.84302,10.6812,16.6779,-8.94165,
48.3551,5.64575,20.3094,21.4233,15.3809,4.60815,-5.32532,6.45447,2.79236,-2.57874,12.8174,15.7013,-6.37817,5.92041,14.4806,-8.48389,
47.2412,3.38745,22.0795,25.3143,20.9808,2.71606,-6.71387,7.85828,-1.09863,-6.19507,11.6272,17.0898,-4.30298,1.02234,11.5509,-7.15637,
44.0979,0.671387,22.5372,28.1525,24.7955,0.0915527,-8.39233,8.46863,-4.18091,-8.94165,10.7269,18.7531,-1.49536,-3.49426,8.60596,-4.95911,
39.5355,-2.28882,21.9574,29.953,27.2827,-2.88391,-10.1166,8.3313,-6.30188,-10.9711,10.1624,20.5383,1.90735,-7.49207,4.71497,-2.22778,
34.7595,-4.66919,20.9656,31.3263,29.541,-5.37109,-11.5356,8.08716,-7.62939,-12.2681,9.76562,22.4152,5.87463,-10.8032,-0.12207,0.762939,
31.0822,-5.72205,20.3857,32.7759,32.8979,-6.54602,-12.0697,8.43811,-8.54492,-13.092,9.44519,24.1699,9.84192,-13.5193,-4.776,3.479,
29.1138,-5.11169,20.1569,34.3628,37.6129,-6.56128,-11.8103,9.71985,-9.38416,-13.6871,9.1095,25.5127,13.5345,-15.6097,-8.40759,5.5542,
